Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS017553,MNLM/COZINHA SOCIAL SABOR DO BEM,"Qs 11 conjunto E lote 49 Arniqueneras/Areal, lote 49",Areal/Arniqueiras,71979-540,BRASÍLIA,5300108,DF,ameturaguasclaras@gmail.com,05.740.074/0001-88,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",410,150,-21.629110,-39.365803
CS017713,COZINHA ACAMAR,"Rua Brasília Soares de Almeida 51, 51",Santa Isabel,18306-050,CAPÃO BONITO,3510203,SP,acamarcb@gmail.com,10.657.199/0001-89,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",116,120,-16.810272,-50.189960
CS016516,COZINHA SOLIDÁRIA ESPAÇO VERDE,"Rua João de Deus, 08",Prazeres,54315-645,JABOATÃO DOS GUARARAPES,2607901,PE,mcp.pernambuco@gmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",120,130,-9.969923,-35.661662
CS019223,COZINHA GRUPO DOS ANJOS,"Rua Antonio Vale, 7",Taquara,22723-250,RIO DE JANEIRO,3304557,RJ,karinmartins47@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",450,130,-25.235000,-49.197910
CS018827,GABRIELE DOS SANTOS FERNANDES,"Rua Waldomiro Bassedas, 223",Armour,97575-302,SANT'ANA DO LIVRAMENTO,4317103,RS,gabrielefernandes-78@hotmail.com,,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",60,60,-17.145623,-49.689932
CS019036,COZINHA SOLIDÁRIA DO QUILOMBO VIDAL MARTINS,"Rodovia João Gualberto Soares, 9543 (km 14)",Rio Vermelho,88058-300,FLORIANÓPOLIS,4205407,SC,helenaquilombola@gmail.com,20.710.759/0001-75,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",45,45,-6.096933,-43.579445
CS018137,DESAFIO JOVEM EBENEZER EXTREMOZ,"Rua Cruz das Almas, 44",Rona Rural,59575-000,EXTREMOZ,2403608,RN,ebenezerextremoz@gmail.com,50.456.870/0012-09,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",137,150,-4.780011,-42.876704
CS016804,ASSOCIAÇÃO SOMANDO FORÇAS (INSTITUTO ASSFOR),"Rua  Galdino Belinazo, 498",Diácono  João Luiz Possobom,97060-836,SANTA MARIA,4316907,RS,assforsomandoforcas@gmail.com,53.043.435/0001-80,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",226,100,-27.254822,-49.791011
CS017030,COZINHA BOM PRATO PERICUMÃ,"Rua Major Arthur Sá, 508",Centro,65200-000,PINHEIRO,2108603,MA,institutoambientalpericuma@gmail.com,11.449.219/0001-99,"Não, a Cozinha encontra-se paralisada, sem atividade",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",220,120,-0.350835,-52.439309
CS019413,PARTILHANDO O  BEM,"Rua Léa Moreira de Souza Moura, 455",Cidade Industrial,81315-680,CURITIBA,4106902,PR,paulotimoteo469@hotmail.com,26.079.763/0001-63,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",1550,500,-20.686972,-44.659697
CS019454,COZINHA ESCOLA BORDA VIVA,"Rua Padre Humberto Robig, 114",Borda do Campo,83075-477,SÃO JOSÉ DOS PINHAIS,4125506,PR,associacao_bordaviva@hotmail.com,04.580.228/0001-59,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Crianças, Idosos, Outros grupos de pessoas em situação de vulnerabilidade social",20,120,-10.427298,-66.387271
CS019447,PONTO DE CULTURA E CASA DE PASSAGEM INDÍGENA,"Rua Prefeito Waldemar Vieira, 848",Saco dos Limões,88045-500,FLORIANÓPOLIS,4205407,SC,neryfranciscorefey@gmail.com,,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.)",100,100,-5.993257,-36.542787
CS017601,COZINHA ANCESTRAL SOLIDÁRIA ODO EBI (FOME ZERO),"Rua Marilandes Rodrigues de Mello, 811",Parque Recreio Dom Pedro II (Guia de Pacobaíba),25924-430,MAGÉ,3302502,RJ,taisa.enfneo@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",850,150,-27.886885,-48.147417
CS019473,COZINHA SOLIDÁRIA PÃO PARTILHADO,"Estrada do Curuçamba, S/n",Curuçamba,67033-009,ANANINDEUA,1500800,PA,redecpsmcppa@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",55,100,-12.162435,-38.454921
CS019386,OS PELICANOS   COZINHA SOLIDÁRIA,"Rua Rio Solimões, 1444",Weissópolis,83322-150,PINHAIS,4119152,PR,projetoospelicanos@gmail.com,10.622.477/0001-62,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",7000,300,-2.652213,-45.553093
CS018394,COZINHA SOLIDÁRIA DE TODO O CORAÇÃO,"Rua São Salvador, 306",Rocha Sobrinho,26572-280,MESQUITA,3302858,RJ,lucianaalmado21@gmail.com,,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",310,255,-10.644800,-66.425602
CS019472,COZINHA SOLIDÁRIA OCUPAÇÃO NOVA CANAÃ,"Rua VC, quadra 61, 36",Conjunto Vera Cruz,74493-440,GOIÂNIA,5208707,GO,cozinha.novacanaa@gmail.com,,Está funcionando com carga horária reduzida,Somente em dia de eventos,Habilitada,"Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",240,120,-18.473364,-42.483262
CS019487,COZINHA POPULAR SOLIDÁRIA PAULO FREIRE,"Comunidade Urbana Ocupação Alto da Boa Vista, 12/13",Alto da Boa Vista,74962-750,APARECIDA DE GOIÂNIA,5201405,GO,cozinha.paulofreire@gmail.com,,"Sim, está funcionando normalmente",Somente em dia de eventos,Habilitada,"Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-5.097874,-38.860224
CS017861,EDICARLOS ALENCAR DE SOUSA,"TRAVESSA JOSE RAIMUNDO GOMES, S/N",VILA ANTONICO,63515-000,QUIXELÔ,2311355,CE,edi.carlos.alencar@hotmail.com,06.745.806/0001-95,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",300,100,-7.266582,-34.109956
CS019470,COMIDA E VIDA,"Rua Laertes Luiz Foggiato, 913",Sitio Cercado,81920-040,CURITIBA,4106902,PR,institutosomarmais@gmail.com,14.221.815/0001-05,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Outros grupos de pessoas em situação de vulnerabilidade social, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, A cozinha não faz triagem do público beneficiário",1030,0,-20.987033,-44.762347
CS019465,COZINHA MÃE,"Rua dos Cedros, 90",Monte Cristo,88090-519,FLORIANÓPOLIS,4205407,SC,cintiaaldacicruz1887@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",400,200,-1.960408,-59.090513
CS016255,AMIGAS DO SÃO JORGE,"Rua Amélia Baptista Rabello, 93",Jd. São Jorge,86082-806,LONDRINA,4113700,PR,amigasdosaojorge@gmail.com,58.356.414/0001-38,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",310,300,-0.309750,-47.529767
CS019461,COZINHA POPULAR SOLIDÁRIA FREI BEDA,"Rua Brazópolis, 51",Brasília Teimosa,51010-220,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",2050,300,-20.023884,-39.836861
CS019462,COZINHA DA TURMA DO FLAU,"Rua espadarte, 454",Brasília Teimosa,51010-070,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",260,80,-16.453491,-49.513640
CS019460,CAMPO DO ONZE - MÃE ARTE,"Rua Getúlio Vargas, 414",Santo Amaro,50110-820,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",330,70,-16.376475,-47.064547
CS019428,COZINHA SOLIDÁRIA DA PASTORAL DO MIGRANTE DE FLORIANÓPOLIS,"Desembargador Gil Costa, 755",Capoeiras,88070-348,FLORIANÓPOLIS,4205407,SC,florianopolis@scalabrinianos.com,09.656.530/0004-00,"Sim, está funcionando normalmente",7 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",150,150,-31.432938,-50.450346
CS019459,COZINHA SOLIDARIA DO MARACATU NAÇÃO DE OXALÁ,"Av Rio Capibaribe, 110",Sao José,50030-230,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",600,150,-9.540070,-48.317523
CS019213,COZINHA POPULAR SOLIDÁRIA IRMÃ DOROTHY,"Rua Josué Pereira de Oliveira, n.192",Santa Tereza (loteamento),54774-403,CAMARAGIBE,2603454,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",880,300,-8.341276,-35.522619
CS019433,COZINHA POPULAR SOLIDÁRIA VILA DOS MILAGRES,"Rua cantor Jessé, 188",Barro,51275-410,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1350,250,2.785065,-60.615258
CS019484,COZINHA POPULAR SOLIDÁRIA TIAZINHA,"rua 05, 49",Rio Doce,53071-191,OLINDA,2609600,PE,institutotiazinha@gmail.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",378,150,2.504064,-62.081493
CS019489,COZINHA POPULAR SOLIDARIA 15 DE NOVEMBRO,"rua um, 0",arthu lundgren,53415-530,PAULISTA,2610707,PE,leonardopereiralopes1998@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",371,350,-29.236322,-50.493880
CS019469,COZINHA POPULAR SOLIDÁRIA COMUNIDADE V8,"Rua da Boa Hora, 39",Varadouro,53020-110,OLINDA,2609600,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",296,400,-22.923684,-42.639743
CS019464,COZINHA POPULAR SOLIDÁRIA LUIZ LORENZON,"Rua  Poeta Vinicius de Morais, 02",Ouro Preto,53370-297,OLINDA,2609600,PE,leonardopereiralopes1998@gmail.com,09.423.270/0001-80,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",550,450,-26.337508,-48.612934
CS019458,PROJETO JAGUAR SOCIAL,"Rua valdemar de Oliveira, 29",Engenho Maranguape,53423-530,PAULISTA,2610707,PE,edinaldajaguarcursos@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",390,330,-26.281830,-48.337036
CS019528,COZINHA POPULA SOLIDARIA ARMAZÉM DO CAMPO,"Avenida Martins de Barros, 387",Santo Antônio,50010-230,RECIFE,2611606,PE,fabiolasantosamaro25@gmeil.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",880,500,-7.811551,-63.555253
CS019421,RELIGIÃO DE DEUS DO CRISTO E DO ESPIRITO SANTO,"R. Gen. Eurico Gaspar Dutra, 226",Estreito,88070-000,FLORIANÓPOLIS,4205407,SC,dcorre@religiaodedeus.org,28.003.945/0001-86,"Sim, está funcionando normalmente",Uma vez ao mês,Habilitada,"Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",330,250,-20.838122,-44.240026
CS018649,MARV - MISSÃO AMPARO RESGATANDO VIDAS.,"Rua Mirinduba, n° 374, 374",Honório Gurgel,21555-000,RIO DE JANEIRO,3304557,RJ,marv.projetos@gmail.com,64.126.728/0001-47,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",540,800,-9.902166,-64.765179
CS018647,GUIANDOVIDAS,"Rua Joaquim Coutinho Cavalcante, 13",Bangu,21853-357,RIO DE JANEIRO,3304557,RJ,Guiandovidas.of@gmail.com,64.216.746/0001-10,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",600,800,-0.435586,-49.769663
CS019535,"AMPAC - ASSOCIAÇÃO DE MÃE, PAI E ADOLESCENTES","Rua Catalão, 92",Joana Bazerra,50080-440,RECIFE,2611606,PE,rededecozinhas.maos.pe@gmail.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",320,150,-14.828773,-56.568875
CS018267,COZINHA ANCESTRAL SOLIDÁRIA FLOR DA TERRA,"Rua Morungaba, 28",Campo  grande,23097-682,RIO DE JANEIRO,3304557,RJ,ileaseolatunji@gmail.com,42.678.109/0001-22,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1200,155,0.279651,-49.780756
CS018632,COZINHA POPULAR SOLIDÁRIA DO ALTO DO REFÚGIO,"Rua Senador Oscar Passos, 123-B",Nova Descoberta/Alto do Refúgio,52091-535,RECIFE,2611606,PE,lenicem.maos.pe@gmail.com,09.423.270/0001-80,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",128,100,-23.406299,-45.138058
CS019537,VC É IMPORTANTE,"R. 24 de Janeiro, - Centro (Sul), 147",Centro Sul,64000-235,TERESINA,2211001,PI,manduladino428@gmail.com,13.985.094/0001-47,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1319,1700,-1.779898,-44.410046
CS019531,MUDANDO VIDAS,"Rua da Pedra do Reino, 61",Gramame,58069-545,JOÃO PESSOA,2507507,PB,acispb@hotmail.com.br,08.962.945/0001-04,"Sim, está funcionando normalmente",2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",340,1350,-6.011527,-44.041931
CS019546,COZINHA SOLIDÁRIA A ORDEM É NINGUÉM  PASSAR FOME!,"assentamento Cicero romana, s/n",campo,58135-000,ESPERANÇA,2506004,PB,adenilda.accjpt@gmail.com,62.342.458/0001-86,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",310,500,-6.494316,-34.899527
CS019543,COZINHA POPULAR ANTÔNIO CONSELHEIRO,"sitio cipó João borges, s/n",área rural,58397-000,AREIA,2501104,PB,cristianetianagomes730@gmail.com,,"Sim, está funcionando normalmente",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",105,1000,3.763995,-60.873912
CS014575,MULHERES EM AÇÃO NA SERRA DA MISERICÓRDIA,"Rua Ferreira Chaves,, 589",Penha,21221-090,RIO DE JANEIRO,3304557,RJ,cem.contatos@gmail.com,15.293.088/0001-54,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",300,300,-8.518461,-68.829464
CS016971,MEXENDO A PANELA,"Rua Uraricuera, 671",São Vicente,69303-453,BOA VISTA,1400100,RR,mexendoapanelarr@gmail.com,34.999.807/0001-00,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",4700,2000,-23.078727,-47.373424
